Ensembl,Symbol,Healthy_1,Healthy_2,Healthy_3,Healthy_4
ENSG00000111254,AKAP3,0,0,0,0
ENSG00000139180,NDUFA9,443,417,303,279
ENSG00000255639,AC005833.3,143,125,112,80
ENSG00000130035,GALNT8,0,0,0,0
ENSG00000130037,KCNA5,0,0,0,0
ENSG00000185652,NTF3,1,5,1,0
ENSG00000047617,ANO2,0,0,0,0
ENSG00000110799,VWF,0,0,0,27
ENSG00000010278,CD9,39,27,363,39
ENSG00000008323,PLEKHG6,7,12,0,24
ENSG00000067182,TNFRSF1A,126,114,433,206
ENSG00000111319,SCNN1A,25,27,3,37
ENSG00000111321,LTBR,313,246,975,406
ENSG00000139193,CD27,16,24,0,0
ENSG00000139192,TAPBPL,9,11,43,30
ENSG00000139190,VAMP1,1,0,1,35
ENSG00000111639,MRPL51,191,181,396,283
ENSG00000010292,NCAPD2,7,9,131,26
ENSG00000111640,GAPDH,4253,4019,7944,4527
ENSG00000010295,IFFO1,13,12,11,46
ENSG00000111641,NOP2,165,125,67,15
ENSG00000111642,CHD4,132,115,218,236
ENSG00000184574,LPAR5,0,0,34,9
ENSG00000111644,ACRBP,3,2,2,0
ENSG00000111653,ING4,116,112,56,64
ENSG00000126746,ZNF384,89,75,4,20
ENSG00000139200,PIANP,0,0,0,0
ENSG00000111652,COPS7A,227,234,197,141
ENSG00000089693,MLF2,321,317,483,392
ENSG00000159335,PTMS,933,816,420,712
ENSG00000089692,LAG3,0,0,0,3
ENSG00000010610,CD4,154,125,499,378
ENSG00000250510,GPR162,27,17,5,1
ENSG00000110811,P3H3,0,2,0,2
ENSG00000111664,GNB3,13,16,0,0
ENSG00000111665,CDCA3,28,27,1,8
ENSG00000111667,USP5,191,164,226,78
ENSG00000111669,TPI1,1367,1343,2393,1957
ENSG00000111671,SPSB2,66,68,14,19
ENSG00000010626,LRRC23,21,18,2,19
ENSG00000111674,ENO2,1,2,58,8
ENSG00000111676,ATN1,369,338,47,62
ENSG00000111678,C12orf57,96,97,246,114
ENSG00000111679,PTPN6,53,45,62,36
ENSG00000215021,PHB2,185,163,631,392
ENSG00000126749,EMG1,241,211,686,499
ENSG00000268439,EMG1,54,62,178,52
ENSG00000111684,LPCAT3,168,159,481,462
ENSG00000182326,C1S,5739,5370,9959,14170
ENSG00000159403,C1R,9563,8696,7735,8346
ENSG00000139178,C1RL,3452,3098,1723,1669
ENSG00000139194,RBP5,439,444,119,276
ENSG00000139182,CLSTN3,140,142,57,94
ENSG00000139197,PEX5,16,22,129,73
ENSG00000215009,ACSM4,0,0,0,0
ENSG00000177675,CD163L1,1,0,35,13
ENSG00000177575,CD163,56,66,292,166
ENSG00000111701,APOBEC1,0,0,0,0
ENSG00000187569,DPPA3,0,0,0,0
ENSG00000198178,CLEC4C,1,0,0,0
ENSG00000205857,NANOGNB,2,2,1,0
ENSG00000111704,NANOG,49,53,5,19
ENSG00000173262,SLC2A14,6,5,6,1
ENSG00000059804,SLC2A3,85,64,43,37
ENSG00000065970,FOXJ2,23,21,8,49
ENSG00000171860,C3AR1,3,5,44,5
ENSG00000089818,NECAP1,96,92,80,52
ENSG00000111729,CLEC4A,2,1,12,0
ENSG00000196946,ZNF705A,2,1,0,0
ENSG00000171847,FAM90A1,0,0,0,0
ENSG00000166523,CLEC4E,3,2,4,1
ENSG00000111732,AICDA,7,7,1,2
ENSG00000197614,MFAP5,12,18,1,6
ENSG00000166532,RIMKLB,0,0,5,0
ENSG00000166535,A2ML1,23,24,0,0
ENSG00000111752,PHC1,72,78,185,63
ENSG00000003056,M6PR,143,119,319,76
ENSG00000139187,KLRG1,29,24,1,29
ENSG00000175899,A2M,3734,3558,27454,13229
ENSG00000126838,PZP,862,734,283,62
ENSG00000111796,KLRB1,0,0,1,5
ENSG00000069493,CLEC2D,144,119,88,38
ENSG00000184293,CLECL1,0,0,0,0
ENSG00000110848,CD69,0,0,31,1
ENSG00000150045,KLRF1,0,0,1,1
ENSG00000110852,CLEC2B,0,2,105,48
ENSG00000172322,CLEC12A,28,24,65,33
ENSG00000165682,CLEC1B,30,25,350,87
ENSG00000197992,CLEC9A,0,0,2,0
ENSG00000150048,CLEC1A,21,11,1,2
ENSG00000172243,CLEC7A,23,18,5,13
ENSG00000173391,OLR1,6,8,1,1
ENSG00000165685,TMEM52B,11,19,1,2
ENSG00000139112,GABARAPL1,308,239,263,105
ENSG00000134539,KLRD1,186,148,23,21
ENSG00000255819,KLRC4-KLRK1,12,22,2,23
ENSG00000213809,KLRK1,18,34,3,26
ENSG00000183542,KLRC4,0,0,0,1
ENSG00000255641,AC068775.2,0,0,0,0
ENSG00000205810,KLRC3,0,0,0,0
ENSG00000205809,KLRC2,0,0,0,2
ENSG00000134545,KLRC1,1,2,2,3
ENSG00000180574,AC068775.1,8,7,4,3
ENSG00000111196,MAGOHB,25,20,82,16
ENSG00000060140,STYK1,0,0,0,0
ENSG00000060138,YBX3,14,18,72,33
ENSG00000231887,PRH1,56,63,53,16
ENSG00000121318,TAS2R10,0,0,0,0
ENSG00000275778,AC018630.6,72,80,74,30
ENSG00000111215,PRR4,133,114,105,37
ENSG00000134551,PRH2,0,0,1,0
ENSG00000212127,TAS2R14,65,75,65,19
ENSG00000212126,TAS2R50,0,0,0,0
ENSG00000255837,TAS2R20,0,0,0,2
ENSG00000256436,TAS2R31,0,0,0,0
ENSG00000256188,TAS2R30,3,0,1,0
ENSG00000255374,TAS2R43,0,0,0,0
ENSG00000256537,SMIM10L1,206,200,234,126
ENSG00000197870,PRB3,1,1,0,0
ENSG00000251655,PRB1,0,1,0,0
ENSG00000121335,PRB2,0,1,0,0
ENSG00000139083,ETV6,17,12,31,73
ENSG00000121380,BCL2L14,20,17,16,6
ENSG00000070018,LRP6,656,653,275,384
ENSG00000111261,MANSC1,130,106,76,25
ENSG00000165714,BORCS5,93,64,4,6
ENSG00000111266,DUSP16,369,313,30,80
ENSG00000111269,CREBL2,114,90,226,122
ENSG00000183150,GPR19,0,0,0,0
ENSG00000111276,CDKN1B,46,46,168,64
ENSG00000178878,APOLD1,12,8,51,18
ENSG00000213782,DDX47,5,3,46,13
ENSG00000013588,GPRC5A,24,27,5,8
ENSG00000111291,GPRC5D,0,0,0,0
ENSG00000013583,HEBP1,80,78,265,239
ENSG00000084444,FAM234B,27,16,1,3
ENSG00000111305,GSG1,36,38,6,17
ENSG00000134531,EMP1,8,8,38,16
ENSG00000273079,GRIN2B,40,46,0,6
ENSG00000171681,ATF7IP,573,527,267,391
ENSG00000121316,PLBD1,8,18,93,23
ENSG00000070019,GUCY2C,1,1,0,3
ENSG00000197837,HIST4H4,10,13,4,6
ENSG00000246705,H2AFJ,69,79,134,169
ENSG00000084463,WBP11,87,92,91,80
ENSG00000182993,C12orf60,42,45,25,27
ENSG00000179256,SMCO3,0,0,0,0
ENSG00000111339,ART4,40,23,19,112
ENSG00000111341,MGP,206,182,116,42
ENSG00000139055,ERP27,0,0,22,0
ENSG00000111348,ARHGDIB,114,102,935,143
ENSG00000134533,RERG,9,10,0,3
ENSG00000151490,PTPRO,0,0,36,0
ENSG00000151491,EPS8,151,117,398,157
ENSG00000023734,STRAP,30,20,313,277
ENSG00000023697,DERA,110,120,121,125
ENSG00000008394,MGST1,4522,4097,6352,7995
ENSG00000048540,LMO3,1,27,33,20
ENSG00000111404,RERGL,37,34,0,2
ENSG00000139144,PIK3C2G,316,280,75,114
ENSG00000139151,PLCZ1,3,5,0,0
ENSG00000177938,CAPZA3,1,0,0,0
ENSG00000052126,PLEKHA5,239,230,79,86
ENSG00000139154,AEBP2,10,24,149,28
ENSG00000172572,PDE3A,97,97,55,4
ENSG00000139155,SLCO1C1,1,0,0,0
ENSG00000111700,SLCO1B3,824,744,536,1551
ENSG00000257046,AC011604.2,395,390,310,863
ENSG00000205754,SLCO1B7,32,37,9,27
ENSG00000257062,AC022335.1,152,167,268,113
ENSG00000134538,SLCO1B1,865,819,1604,949
ENSG00000084453,SLCO1A2,762,682,10,47
ENSG00000121351,IAPP,14,24,2,16
ENSG00000121350,PYROXD1,71,83,127,92
ENSG00000004700,RECQL,35,40,146,81
ENSG00000111711,GOLT1B,9,14,259,22
ENSG00000134548,SPX,6,5,12,46
ENSG00000111713,GYS2,95,107,112,272
ENSG00000111716,LDHB,263,235,87,62
ENSG00000121361,KCNJ8,400,368,87,76
ENSG00000069431,ABCC9,674,671,251,328
ENSG00000111726,CMAS,168,141,232,136
ENSG00000111728,ST8SIA1,27,32,3,6
ENSG00000111731,C2CD5,122,130,74,52
ENSG00000139163,ETNK1,55,57,612,210
ENSG00000134532,SOX5,116,96,60,48
ENSG00000060982,BCAT1,4,5,0,9
ENSG00000118308,LRMP,3,2,26,5
ENSG00000118307,CASC1,2,1,0,0
ENSG00000205707,ETFRF1,273,223,339,291
ENSG00000133703,KRAS,252,189,330,334
ENSG00000152936,LMNTD1,14,14,14,3
ENSG00000123094,RASSF8,16,8,30,8
ENSG00000123095,BHLHE41,0,0,0,0
ENSG00000123096,SSPN,0,1,0,8
ENSG00000123104,ITPR2,1367,1259,494,970
ENSG00000064102,INTS13,51,45,32,14
ENSG00000111790,FGFR1OP2,67,68,78,77
ENSG00000064115,TM7SF3,136,158,103,76
ENSG00000152944,MED21,63,56,84,32
ENSG00000214700,C12orf71,22,20,1,3
ENSG00000211455,STK38L,61,46,89,14
ENSG00000029153,ARNTL2,37,30,43,28
ENSG00000165935,SMCO2,0,0,3,11
ENSG00000110841,PPFIBP1,185,153,101,89
ENSG00000174236,REP15,0,0,0,6
ENSG00000061794,MRPS35,439,429,253,225
ENSG00000087448,KLHL42,162,152,72,123
ENSG00000087494,PTHLH,0,0,0,1
ENSG00000123106,CCDC91,69,58,65,49
ENSG00000064763,FAR2,5,4,64,11
ENSG00000087502,ERGIC2,96,92,223,103
ENSG00000187950,OVCH1,0,1,6,2
ENSG00000133687,TMTC1,27,17,5,10
ENSG00000133704,IPO8,77,79,83,88
ENSG00000110888,CAPRIN2,209,206,108,28
ENSG00000110900,TSPAN11,110,88,0,8
ENSG00000013573,DDX11,51,59,67,24
ENSG00000177359,AC024940.1,0,1,6,6
ENSG00000139146,FAM60A,10,8,17,5
ENSG00000170456,DENND5B,89,98,98,98
ENSG00000139160,ETFBKMT,94,93,35,21
ENSG00000151743,AMN1,126,132,13,31
ENSG00000188375,H3F3C,52,41,113,42
ENSG00000174718,KIAA1551,555,536,214,176
ENSG00000151746,BICD1,0,0,11,4
ENSG00000139132,FGD4,184,156,108,78
ENSG00000087470,DNM1L,64,63,113,103
ENSG00000139131,YARS2,22,21,43,10
ENSG00000057294,PKP2,30,69,101,119
ENSG00000110975,SYT10,6,6,0,0
ENSG00000139133,ALG10,2,2,16,2
ENSG00000175548,ALG10B,61,53,59,14
ENSG00000139117,CPNE8,149,149,163,105
ENSG00000139116,KIF21A,127,164,320,196
ENSG00000173208,ABCD2,0,0,0,0
ENSG00000180116,C12orf40,0,0,0,0
ENSG00000151229,SLC2A13,55,46,65,86
ENSG00000188906,LRRK2,10,20,5,41
ENSG00000018236,CNTN1,4,6,0,0
ENSG00000151233,GXYLT1,27,23,84,71
ENSG00000015153,YAF2,138,121,133,79
ENSG00000134283,PPHLN1,167,145,111,143
ENSG00000139168,ZCRB1,116,101,461,279
ENSG00000139174,PRICKLE1,9,4,1,7
ENSG00000173157,ADAMTS20,0,0,0,0
ENSG00000129317,PUS7L,139,150,158,88
ENSG00000198001,IRAK4,94,70,25,32
ENSG00000151239,TWF1,34,38,536,180
ENSG00000139173,TMEM117,0,0,50,68
ENSG00000184613,NELL2,0,0,0,0
ENSG00000185610,DBX2,0,0,0,0
ENSG00000177119,ANO6,133,116,246,239
ENSG00000189079,ARID2,26,16,69,65
ENSG00000139218,SCAF11,623,590,406,437
ENSG00000111371,SLC38A1,16,16,204,35
ENSG00000134294,SLC38A2,1022,956,2326,1268
ENSG00000139209,SLC38A4,977,962,874,1345
ENSG00000139211,AMIGO2,2,4,73,9
ENSG00000179715,PCED1B,88,90,15,10
ENSG00000005175,RPAP3,147,127,94,51
ENSG00000111405,ENDOU,0,0,0,0
ENSG00000079337,RAPGEF3,53,32,13,4
ENSG00000211584,SLC48A1,117,103,140,51
ENSG00000061273,HDAC7,44,37,56,37
ENSG00000111424,VDR,8,11,13,7
ENSG00000134291,TMEM106C,27,25,264,56
ENSG00000139219,COL2A1,0,1,3,0
ENSG00000079387,SENP1,0,0,22,7
ENSG00000152556,PFKM,33,37,5,25
ENSG00000177981,ASB8,209,174,147,160
ENSG00000177875,CCDC184,0,0,0,0
ENSG00000172640,OR10AD1,0,0,0,3
ENSG00000167528,ZNF641,79,66,127,19
ENSG00000139223,ANP32D,2,1,2,0
ENSG00000177627,C12orf54,0,0,7,1
ENSG00000197376,OR8S1,4,1,0,1
ENSG00000167531,LALBA,0,0,0,0
ENSG00000139620,KANSL2,43,33,57,21
ENSG00000129315,CCNT1,78,62,53,53
ENSG00000174233,ADCY6,48,64,22,52
ENSG00000167535,CACNB3,7,6,0,10
ENSG00000174243,DDX23,76,80,174,83
ENSG00000172602,RND1,104,88,28,16
ENSG00000272822,AC073610.3,61,55,71,30
ENSG00000139537,CCDC65,5,3,0,0
ENSG00000134285,FKBP11,38,50,226,217
ENSG00000255863,AC073610.2,18,17,129,87
ENSG00000134287,ARF3,97,80,217,128
ENSG00000169884,WNT10B,0,0,0,0
ENSG00000181418,DDN,0,0,0,0
ENSG00000181929,PRKAG1,42,36,235,52
ENSG00000167548,KMT2D,731,653,155,196
ENSG00000167550,RHEBL1,0,0,0,0
ENSG00000139549,DHH,0,0,0,0
ENSG00000139636,LMBR1L,26,32,2,36
ENSG00000123416,TUBA1B,215,189,2050,451
ENSG00000167552,TUBA1A,57,44,896,161
ENSG00000167553,TUBA1C,190,352,1206,305
ENSG00000135406,PRPH,0,1,0,1
ENSG00000135451,TROAP,13,7,1,5
ENSG00000186897,C1QL4,0,0,0,0
ENSG00000178401,DNAJC22,103,99,419,181
ENSG00000123352,SPATS2,115,103,64,59
ENSG00000135519,KCNH3,2,1,1,2
ENSG00000187778,MCRS1,247,229,32,72
ENSG00000110844,PRPF40B,11,5,47,17
ENSG00000135436,FAM186B,0,0,0,3
ENSG00000161791,FMNL3,33,34,29,23
ENSG00000139644,TMBIM6,2969,2788,5600,5358
ENSG00000167566,NCKAP5L,35,30,37,34
ENSG00000186666,BCDIN3D,91,85,25,39
ENSG00000135472,FAIM2,0,0,0,0
ENSG00000167580,AQP2,0,0,0,0
ENSG00000161798,AQP5,0,2,1,1
ENSG00000086159,AQP6,13,12,2,5
ENSG00000161800,RACGAP1,0,0,26,1
ENSG00000110881,ASIC1,0,0,0,0
ENSG00000066117,SMARCD1,112,101,133,173
ENSG00000167588,GPD1,11,8,86,294
ENSG00000178449,COX14,126,119,439,382
ENSG00000139624,CERS5,76,48,130,34
ENSG00000050405,LIMA1,52,36,201,79
ENSG00000185958,FAM186A,17,19,1,2
ENSG00000161813,LARP4,457,412,357,275
ENSG00000066084,DIP2B,141,106,74,121
ENSG00000123268,ATF1,27,34,85,30
ENSG00000186452,TMPRSS12,13,17,0,2
ENSG00000185432,METTL7A,2889,2588,707,2438
ENSG00000214511,HIGD1C,0,0,0,1
ENSG00000110911,SLC11A2,114,123,281,145
ENSG00000050426,LETMD1,221,161,73,97
ENSG00000110925,CSRNP2,4,7,12,5
ENSG00000135457,TFCP2,36,39,76,27
ENSG00000184271,POU6F1,12,7,11,7
ENSG00000183283,DAZAP2,854,828,1325,947
ENSG00000170545,SMAGP,23,872,55,24
ENSG00000110934,BIN2,81,53,1,0
ENSG00000139629,GALNT6,22,28,2,3
ENSG00000050438,SLC4A8,86,97,21,19
ENSG00000196876,SCN8A,26,18,41,16
ENSG00000167612,ANKRD33,0,0,0,0
ENSG00000139567,ACVRL1,97,89,22,14
ENSG00000135503,ACVR1B,65,72,50,74
ENSG00000161835,GRASP,28,27,0,8
ENSG00000123358,NR4A1,168,182,37,16
ENSG00000123395,ATG101,108,81,88,94
ENSG00000167767,KRT80,1,2,12,9
ENSG00000135480,KRT7,2,38,35,23
ENSG00000170442,KRT86,0,0,0,0
ENSG00000205426,KRT81,0,0,0,0
ENSG00000170523,KRT83,0,0,0,0
ENSG00000135443,KRT85,0,0,0,0
ENSG00000161849,KRT84,0,0,0,0
ENSG00000161850,KRT82,0,0,0,0
ENSG00000170454,KRT75,0,0,0,0
ENSG00000185479,KRT6B,1,1,0,0
ENSG00000170465,KRT6C,0,0,0,0
ENSG00000205420,KRT6A,0,1,1,0
ENSG00000186081,KRT5,0,0,0,0
ENSG00000139648,KRT71,0,0,0,0
ENSG00000170484,KRT74,0,0,0,0
ENSG00000170486,KRT72,0,0,0,0
ENSG00000186049,KRT73,0,0,0,0
ENSG00000172867,KRT2,0,0,0,0
ENSG00000167768,KRT1,0,0,0,0
ENSG00000189182,KRT77,0,0,0,0
ENSG00000185069,KRT76,0,0,0,0
ENSG00000186442,KRT3,0,0,0,0
ENSG00000170477,KRT4,0,0,0,0
ENSG00000185640,KRT79,0,0,0,0
ENSG00000170423,KRT78,0,0,0,0
ENSG00000170421,KRT8,666,817,2764,1283
ENSG00000111057,KRT18,522,606,2334,930
ENSG00000063046,EIF4B,674,631,903,741
ENSG00000111077,TNS2,621,546,107,205
ENSG00000167778,SPRYD3,277,269,265,116
ENSG00000167779,IGFBP6,6,6,34,19
ENSG00000167780,SOAT2,10,9,0,13
ENSG00000139631,CSAD,352,318,194,313
ENSG00000139651,ZNF740,29,30,47,48
ENSG00000139626,ITGB7,1,0,22,12
ENSG00000172819,RARG,0,0,10,1
ENSG00000182544,MFSD5,61,42,255,134
ENSG00000135476,ESPL1,10,14,15,7
ENSG00000123349,PFDN5,365,365,1123,494
ENSG00000139637,C12orf10,42,26,86,74
ENSG00000094914,AAAS,11,8,103,72
ENSG00000185591,SP1,124,148,129,87
ENSG00000135409,AMHR2,0,0,0,11
ENSG00000205352,PRR13,184,161,574,376
ENSG00000197111,PCBP2,708,723,968,1027
ENSG00000139625,MAP3K12,275,271,129,262
ENSG00000139546,TARBP2,0,0,9,60
ENSG00000267281,AC023509.3,126,136,89,51
ENSG00000139574,NPFF,11,9,0,14
ENSG00000170653,ATF7,210,219,214,214
ENSG00000135390,ATP5G2,458,438,533,711
ENSG00000012822,CALCOCO1,212,188,79,51
ENSG00000123364,HOXC13,0,0,0,0
ENSG00000123407,HOXC12,0,0,0,0
ENSG00000123388,HOXC11,0,0,0,0
ENSG00000180818,HOXC10,0,0,0,0
ENSG00000273049,AC012531.3,0,0,0,0
ENSG00000197757,HOXC6,0,2,0,0
ENSG00000180806,HOXC9,0,0,0,0
ENSG00000037965,HOXC8,0,0,0,0
ENSG00000198353,HOXC4,0,0,0,0
ENSG00000172789,HOXC5,0,0,0,0
ENSG00000123415,SMUG1,28,31,102,139
ENSG00000094916,CBX5,174,162,128,213
ENSG00000135486,HNRNPA1,523,446,1347,524
ENSG00000123405,NFE2,0,0,0,2
ENSG00000111481,COPZ1,40,41,257,119
ENSG00000139572,GPR84,0,0,0,0
ENSG00000161642,ZNF385A,23,24,5,4
ENSG00000161638,ITGA5,144,124,297,108
ENSG00000170627,GTSF1,1,1,0,0
ENSG00000123338,NCKAP1L,24,12,62,43
ENSG00000123360,PDE1B,4,6,0,10
ENSG00000135447,PPP1R1A,182,169,439,646
ENSG00000135413,LACRT,0,0,0,0
ENSG00000161634,DCD,0,14,0,0
ENSG00000172551,MUCL1,0,0,0,0
ENSG00000135426,TESPA1,8,6,0,1
ENSG00000179695,OR6C2,0,0,0,0
ENSG00000170439,METTL7B,313,315,669,521
ENSG00000135424,ITGA7,165,139,100,89
ENSG00000258311,AC009779.3,205,177,276,230
ENSG00000135441,BLOC1S1,244,221,339,287
ENSG00000135437,RDH5,64,63,81,84
ENSG00000135404,CD63,792,711,3390,1501
ENSG00000135414,GDF11,25,28,21,30
ENSG00000205323,SARNP,7,9,142,73
ENSG00000257390,AC023055.1,62,87,325,211
ENSG00000123353,ORMDL2,143,136,401,273
ENSG00000135392,DNAJC14,86,53,135,78
ENSG00000123342,MMP19,70,59,27,10
ENSG00000170473,PYM1,78,76,78,54
ENSG00000065357,DGKA,20,42,0,27
ENSG00000185664,PMEL,1,0,96,8
ENSG00000123374,CDK2,2,3,13,23
ENSG00000111540,RAB5B,570,506,178,225
ENSG00000139531,SUOX,135,161,213,329
ENSG00000123411,IKZF4,18,14,6,2
ENSG00000197728,RPS26,647,617,2214,1351
ENSG00000065361,ERBB3,642,594,236,240
ENSG00000257411,AC034102.2,59,54,211,76
ENSG00000170515,PA2G4,191,178,657,267
ENSG00000229117,RPL41,749,728,3123,1192
ENSG00000135482,ZC3H10,22,12,15,19
ENSG00000139641,ESYT1,23,26,173,137
ENSG00000196465,MYL6B,222,192,507,339
ENSG00000092841,MYL6,1499,1391,3172,2366
ENSG00000139613,SMARCC2,348,273,97,138
ENSG00000181852,RNF41,156,102,24,49
ENSG00000139579,NABP2,5,5,76,42
ENSG00000139540,SLC39A5,389,387,85,336
ENSG00000139645,ANKRD52,104,93,23,116
ENSG00000135469,COQ10A,43,25,42,102
ENSG00000062485,CS,326,302,411,433
ENSG00000144785,AC073896.1,295,242,745,271
ENSG00000257727,CNPY2,460,394,899,354
ENSG00000135473,PAN2,276,213,109,31
ENSG00000110944,IL23A,0,0,1,0
ENSG00000170581,STAT2,157,134,336,278
ENSG00000175336,APOF,690,664,441,913
ENSG00000111602,TIMELESS,99,76,119,93
ENSG00000135517,MIP,24,21,8,21
ENSG00000176422,SPRYD4,1101,1050,385,691
ENSG00000135423,GLS2,657,647,22,226
ENSG00000076067,RBMS2,75,76,42,53
ENSG00000076108,BAZ2A,291,246,88,159
ENSG00000110955,ATP5B,941,882,2288,1117
ENSG00000110958,PTGES3,563,534,1117,384
ENSG00000196531,NACA,581,539,1486,758
ENSG00000198056,PRIM1,56,64,25,19
ENSG00000025423,HSD17B6,1220,1143,1177,2948
ENSG00000170426,SDR9C7,0,0,0,0
ENSG00000139547,RDH16,1139,1045,349,1013
ENSG00000166856,GPR182,5,11,44,23
ENSG00000166860,ZBTB39,74,50,22,31
ENSG00000166863,TAC3,0,0,0,0
ENSG00000166866,MYO1A,0,0,0,0
ENSG00000166881,NEMP1,3,4,32,21
ENSG00000166886,NAB2,66,67,76,64
ENSG00000166888,STAT6,1056,1013,306,320
ENSG00000123384,LRP1,2085,1956,1714,1839
ENSG00000182379,NXPH4,0,0,0,5
ENSG00000182199,SHMT2,467,448,818,602
ENSG00000185633,NDUFA4L2,1,2,5,12
ENSG00000185482,STAC3,0,0,15,0
ENSG00000258830,AC137834.1,114,92,3,14
ENSG00000179912,R3HDM2,233,213,123,98
ENSG00000175189,INHBC,235,180,1294,504
ENSG00000139269,INHBE,9,9,1712,162
ENSG00000111087,GLI1,0,0,0,0
ENSG00000123329,ARHGAP9,17,13,1,27
ENSG00000166986,MARS,178,141,668,252
ENSG00000175197,DDIT3,69,59,223,94
ENSG00000166987,MBD6,59,42,29,59
ENSG00000175203,DCTN2,95,98,483,129
ENSG00000155980,KIF5A,0,0,0,0
ENSG00000166908,PIP4K2C,5,8,94,84
ENSG00000178498,DTX3,7,11,0,1
ENSG00000240771,ARHGEF25,0,0,0,2
ENSG00000135502,SLC26A10,0,0,0,0
ENSG00000135454,B4GALNT1,0,0,6,2
ENSG00000135506,OS9,290,232,618,534
ENSG00000135439,AGAP2,27,28,5,2
ENSG00000135452,TSPAN31,187,154,350,171
ENSG00000135446,CDK4,226,185,539,117
ENSG00000139266,9-Mar,10,5,1,13
ENSG00000111012,CYP27B1,0,0,8,0
ENSG00000037897,METTL1,7,4,38,10
ENSG00000123427,EEF1AKMT3,8,13,97,23
ENSG00000257921,AC025165.3,0,0,17,22
ENSG00000123297,TSFM,72,53,109,117
ENSG00000135407,AVIL,132,87,40,21
ENSG00000175215,CTDSP2,265,241,220,246
ENSG00000166896,ATP23,0,0,8,15
ENSG00000139263,LRIG3,51,51,181,25
ENSG00000118596,SLC16A7,119,114,114,190
ENSG00000198673,FAM19A2,3,3,9,0
ENSG00000135655,USP15,140,164,143,116
ENSG00000061987,MON2,140,148,75,166
ENSG00000111110,PPM1H,45,43,77,34
ENSG00000166148,AVPR1A,81,76,296,122
ENSG00000177990,DPY19L2,0,2,0,2
ENSG00000118600,TMEM5,19,15,58,53
ENSG00000196935,SRGAP1,130,105,89,31
ENSG00000174206,C12orf66,63,60,31,22
ENSG00000185306,C12orf56,0,0,0,0
ENSG00000184575,XPOT,120,111,338,93
ENSG00000183735,TBK1,72,66,103,51
ENSG00000153179,RASSF3,6,2,52,32
ENSG00000135677,GNS,54,53,266,211
ENSG00000111490,TBC1D30,19,14,1,10
ENSG00000156076,WIF1,0,0,0,0
ENSG00000174106,LEMD3,42,43,115,43
ENSG00000174099,MSRB3,38,40,102,19
ENSG00000149948,HMGA2,31,33,23,4
ENSG00000139233,LLPH,141,166,88,73
ENSG00000228144,AC078927.1,251,287,483,262
ENSG00000155957,TMBIM4,307,320,602,409
ENSG00000090376,IRAK3,16,18,1,11
ENSG00000127311,HELB,119,131,10,40
ENSG00000155974,GRIP1,0,0,0,2
ENSG00000111530,CAND1,105,86,207,138
ENSG00000127334,DYRK2,0,0,140,52
ENSG00000111537,IFNG,0,0,4,0
ENSG00000111554,MDM1,44,25,29,19
ENSG00000127314,RAP1B,419,366,408,144
ENSG00000111581,NUP107,30,35,75,34
ENSG00000175782,SLC35E3,351,373,61,133
ENSG00000135679,MDM2,369,371,164,111
ENSG00000135678,CPM,299,269,143,176
ENSG00000111605,CPSF6,56,50,121,100
ENSG00000090382,LYZ,186,212,177,109
ENSG00000127337,YEATS4,3,3,34,28
ENSG00000166225,FRS2,9,10,45,61
ENSG00000166226,CCT2,64,63,420,136
ENSG00000198812,LRRC10,3,2,0,0
ENSG00000127325,BEST3,4,4,0,0
ENSG00000127328,RAB3IP,46,68,120,75
ENSG00000258052,AC025263.2,0,0,8,7
ENSG00000166268,MYRFL,0,0,3,0
ENSG00000111596,CNOT2,128,142,154,102
ENSG00000135643,KCNMB4,25,25,8,8
ENSG00000127329,PTPRB,81,60,111,69
ENSG00000153233,PTPRR,0,0,0,0
ENSG00000127324,TSPAN8,44,59,159,100
ENSG00000139292,LGR5,4,3,11,30
ENSG00000133858,ZFC3H1,245,252,44,108
ENSG00000173451,THAP2,95,72,50,32
ENSG00000258064,AC073612.1,8,1,5,2
ENSG00000139291,TMEM19,85,81,68,129
ENSG00000080371,RAB21,181,179,165,159
ENSG00000121749,TBC1D15,92,100,87,163
ENSG00000139287,TPH2,12,16,3,11
ENSG00000072657,TRHDE,6,6,2,0
ENSG00000253719,ATXN7L3B,167,166,182,140
ENSG00000166006,KCNC2,4,3,16,2
ENSG00000180881,CAPS2,4,1,5,7
ENSG00000173401,GLIPR1L1,7,2,0,4
ENSG00000180481,GLIPR1L2,10,11,1,7
ENSG00000139278,GLIPR1,6,11,64,77
ENSG00000111615,KRR1,45,67,78,116
ENSG00000139289,PHLDA1,47,38,328,71
ENSG00000187109,NAP1L1,194,195,533,177
ENSG00000179941,BBS10,1,2,46,22
ENSG00000091039,OSBPL8,32,35,175,134
ENSG00000186908,ZDHHC17,38,46,36,35
ENSG00000175183,CSRP2,116,102,224,233
ENSG00000165891,E2F7,0,0,0,0
ENSG00000067798,NAV3,75,75,3,5
ENSG00000067715,SYT1,33,26,3,0
ENSG00000177425,PAWR,165,152,129,145
ENSG00000058272,PPP1R12A,227,235,253,97
ENSG00000165899,OTOGL,0,0,0,0
ENSG00000139304,PTPRQ,0,0,0,0
ENSG00000111052,LIN7A,404,385,158,99
ENSG00000111058,ACSS3,320,308,353,263
ENSG00000139220,PPFIA2,2,2,0,1
