Ensembl,Healthy_1,Healthy_2,Healthy_3,Healthy_4
ENSG00000103226,137,109,142,109
ENSG00000183889,102,101,35,26
ENSG00000214967,27,30,13,14
ENSG00000103489,3,4,0,1
ENSG00000214940,30,27,13,10
ENSG00000233024,54,60,25,10
ENSG00000185164,127,130,274,177
ENSG00000134419,379,390,1323,492
ENSG00000260342,437,374,731,356
ENSG00000170540,937,800,752,1185
ENSG00000157106,797,724,164,301
ENSG00000170537,25,31,6,15
ENSG00000167186,53,45,7,20
ENSG00000205730,124,104,136,78
ENSG00000261427,3,3,0,2
ENSG00000103528,54,44,21,71
ENSG00000261210,0,0,0,1
ENSG00000103534,11,6,1,1
ENSG00000006007,55,49,285,275
ENSG00000103540,44,31,46,21
ENSG00000103544,89,62,115,63
ENSG00000103550,69,53,50,67
ENSG00000174628,33,24,10,15
ENSG00000167191,9,9,116,77
ENSG00000169347,21,23,0,5
ENSG00000169344,0,0,0,0
ENSG00000169340,4,3,1,0
ENSG00000183549,477,449,334,460
ENSG00000183747,1429,1312,433,1833
ENSG00000066813,1527,1393,849,2300
ENSG00000005187,393,358,149,143
ENSG00000166743,0,1,0,0
ENSG00000066654,86,109,113,89
ENSG00000196678,175,161,70,87
ENSG00000005189,2,3,1,0
ENSG00000188215,61,50,59,46
ENSG00000102897,134,100,303,104
ENSG00000158486,9,7,1,0
ENSG00000011638,17,11,0,5
ENSG00000103310,1,0,0,1
ENSG00000175311,172,163,13,67
ENSG00000103316,55,52,72,22
ENSG00000169246,184,196,19,39
ENSG00000197006,37,28,53,38
ENSG00000140749,78,87,106,50
ENSG00000155719,20,12,19,1
ENSG00000185864,366,345,37,70
ENSG00000140740,113,102,508,275
ENSG00000155714,6,6,2,0
ENSG00000185716,34,33,42,27
ENSG00000175267,0,0,0,0
ENSG00000183921,7,2,0,0
ENSG00000103319,131,135,152,94
ENSG00000058600,200,205,123,37
ENSG00000140743,23,15,51,25
ENSG00000243716,654,636,87,123
ENSG00000122254,0,1,0,0
ENSG00000103404,76,69,18,32
ENSG00000166828,1,0,0,0
ENSG00000168447,0,0,0,0
ENSG00000168434,109,101,5,33
ENSG00000103365,147,119,80,119
ENSG00000103356,16,16,10,35
ENSG00000103353,107,107,200,25
ENSG00000004779,226,188,495,382
ENSG00000083093,19,16,17,10
ENSG00000166847,145,180,100,72
ENSG00000166851,9,11,41,5
ENSG00000134398,7,6,3,5
ENSG00000166869,7,2,1,6
ENSG00000166501,2,3,21,7
ENSG00000122257,173,153,152,185
ENSG00000090905,245,232,115,144
ENSG00000158865,0,0,0,0
ENSG00000140750,246,197,170,144
ENSG00000205629,3,8,69,36
ENSG00000103375,0,1,0,0
ENSG00000155592,0,0,2,0
ENSG00000182601,0,0,0,0
ENSG00000155666,135,111,371,125
ENSG00000169189,80,57,119,53
ENSG00000077238,186,176,155,95
ENSG00000103522,9,4,47,1
ENSG00000077235,103,89,76,82
ENSG00000047578,51,43,13,5
ENSG00000169181,0,1,0,0
ENSG00000169180,83,90,163,51
ENSG00000188322,8,5,2,0
ENSG00000198156,20,22,5,2
ENSG00000205609,201,154,419,208
ENSG00000233232,20,18,2,0
ENSG00000261832,2,1,60,48
ENSG00000188603,27,32,85,64
ENSG00000184730,5,9,1,1
ENSG00000197272,24,23,13,21
ENSG00000176046,1086,1039,1805,1654
ENSG00000176476,58,44,61,70
ENSG00000197165,190,155,28,89
ENSG00000196502,311,297,215,336
ENSG00000255524,18,19,7,3
ENSG00000184110,204,201,431,225
ENSG00000196993,15,19,3,3
ENSG00000168488,136,134,156,81
ENSG00000178952,418,415,800,492
ENSG00000178188,129,133,23,69
ENSG00000196296,2,3,4,7
ENSG00000177548,20,24,32,10
ENSG00000177455,0,1,0,0
ENSG00000176953,154,146,82,93
ENSG00000169682,208,154,82,60
ENSG00000213658,80,71,20,33
ENSG00000254206,125,105,10,32
ENSG00000261740,109,87,151,83
ENSG00000183336,31,45,106,69
ENSG00000181625,76,92,142,129
ENSG00000213648,90,89,39,110
ENSG00000258150,1,6,1,1
ENSG00000169203,174,134,13,38
ENSG00000197471,77,75,11,35
ENSG00000277669,36,36,98,157
ENSG00000103485,342,353,529,1244
ENSG00000185905,5,0,3,3
ENSG00000174992,20,15,21,54
ENSG00000079616,189,169,199,189
ENSG00000103495,107,86,106,114
ENSG00000167371,1,5,0,1
ENSG00000280893,68,49,79,62
ENSG00000280789,68,49,84,64
ENSG00000281348,10,10,54,23
ENSG00000013364,206,196,555,205
ENSG00000103502,213,192,258,185
ENSG00000174938,0,2,0,0
ENSG00000174939,1,0,0,3
ENSG00000174943,18,9,46,34
ENSG00000149932,389,334,421,253
ENSG00000149930,95,80,30,67
ENSG00000149929,45,46,87,12
ENSG00000169592,23,28,21,17
ENSG00000149927,40,33,7,11
ENSG00000149926,8,12,0,0
ENSG00000149925,377,377,542,332
ENSG00000149923,163,162,154,154
ENSG00000149922,24,34,3,2
ENSG00000090238,207,224,45,89
ENSG00000102886,0,0,0,0
ENSG00000102882,82,77,55,50
ENSG00000102879,87,83,54,43
ENSG00000169627,35,24,116,74
ENSG00000132207,89,104,137,127
ENSG00000213599,165,182,146,195
ENSG00000261052,130,140,33,106
ENSG00000258130,22,19,2,6
ENSG00000198064,161,166,24,31
ENSG00000169217,92,93,89,56
ENSG00000169221,70,53,13,44
ENSG00000180209,0,1,0,0
ENSG00000180035,16,8,3,15
ENSG00000180096,5,3,4,12
ENSG00000179965,26,28,21,17
ENSG00000179958,34,24,86,42
ENSG00000179918,1133,1093,1421,882
ENSG00000005844,27,25,46,34
ENSG00000169957,37,30,43,45
ENSG00000261459,0,0,7,7
ENSG00000169955,85,71,43,55
ENSG00000260869,0,0,7,2
ENSG00000169951,5,8,78,13
ENSG00000229809,18,21,5,32
ENSG00000197162,43,45,34,31
ENSG00000156853,1,4,26,26
ENSG00000156858,66,65,28,48
ENSG00000156860,35,28,27,40
ENSG00000080603,739,685,41,208
ENSG00000282034,747,698,46,203
ENSG00000281991,28,27,10,17
ENSG00000156873,428,383,59,139
ENSG00000196118,0,0,11,14
ENSG00000103549,41,38,100,146
ENSG00000102870,13,17,6,15
ENSG00000099385,43,22,66,41
ENSG00000150281,3,3,16,0
ENSG00000099364,0,0,0,1
ENSG00000175938,93,88,198,192
ENSG00000099381,120,124,43,26
ENSG00000099377,220,209,349,313
ENSG00000099365,13,13,2,6
ENSG00000103496,80,95,34,51
ENSG00000167394,0,0,24,19
ENSG00000167395,6,14,14,48
ENSG00000151006,5,5,4,18
ENSG00000255439,147,126,624,428
ENSG00000167397,356,348,1002,830
ENSG00000103507,11,18,324,139
ENSG00000103510,236,195,56,23
ENSG00000052344,15,23,140,110
ENSG00000178226,0,0,0,3
ENSG00000089280,173,159,167,110
ENSG00000103490,6,5,73,76
ENSG00000177238,104,92,8,23
ENSG00000169900,0,0,0,0
ENSG00000169896,0,0,48,12
ENSG00000140678,23,35,52,8
ENSG00000156886,14,6,3,3
ENSG00000156885,25,17,2,36
ENSG00000176723,38,29,1,6
ENSG00000140691,58,42,68,65
ENSG00000140682,20,23,62,16
ENSG00000140675,59,58,140,54
ENSG00000140688,92,97,157,68
ENSG00000169877,0,3,0,7
ENSG00000197302,42,50,39,16
ENSG00000185947,4,6,73,10
ENSG00000205456,0,0,0,0
ENSG00000183632,0,0,0,0
ENSG00000205457,0,0,0,0
ENSG00000275034,0,0,0,0
ENSG00000261509,0,0,0,0
ENSG00000278848,0,0,0,0
ENSG00000259680,0,0,3,2
ENSG00000171241,5,4,5,0
ENSG00000069329,53,63,268,110
ENSG00000091651,159,153,50,103
ENSG00000140795,93,113,15,32
ENSG00000155330,99,98,100,46
ENSG00000166123,2984,2769,305,143
ENSG00000069345,155,136,310,142
ENSG00000171208,55,60,8,9
ENSG00000129636,397,351,320,191
ENSG00000102893,81,69,231,140
ENSG00000121270,72,45,52,29
ENSG00000102910,707,708,613,466
ENSG00000196470,85,95,46,70
ENSG00000102921,122,121,56,127
ENSG00000102924,0,0,0,0
ENSG00000102935,2,3,27,4
ENSG00000205423,16,8,28,14
ENSG00000155393,35,47,63,31
ENSG00000121274,81,72,128,130
ENSG00000121281,20,16,6,17
ENSG00000166164,50,46,46,111
ENSG00000140807,8,11,4,7
ENSG00000167208,7,7,18,13
ENSG00000167207,0,0,14,7
ENSG00000083799,58,60,47,89
ENSG00000103449,103,81,180,99
ENSG00000103460,127,125,79,94
ENSG00000177200,273,245,320,179
ENSG00000103479,356,310,167,115
ENSG00000166971,99,101,91,103
ENSG00000103494,28,32,1,1
ENSG00000140718,43,57,58,67
ENSG00000177508,0,0,6,7
ENSG00000176842,0,0,0,0
ENSG00000087245,0,1,2,3
ENSG00000087253,44,31,57,14
ENSG00000103546,24,24,0,0
ENSG00000198848,5891,5237,7603,9051
ENSG00000159398,68,52,8,13
ENSG00000087258,8,7,64,65
ENSG00000159461,603,28542,428,377
ENSG00000167005,214,185,173,191
ENSG00000087263,80,92,138,78
ENSG00000125124,25,28,153,30
ENSG00000087250,0,2,6,0
ENSG00000125148,2502,2255,16111,3643
ENSG00000169715,798,781,3215,1063
ENSG00000205364,143,118,1226,562
ENSG00000205362,37,29,339,230
ENSG00000169688,0,1,72,0
ENSG00000198417,543,502,3161,1490
ENSG00000125144,2689,2578,13330,5581
ENSG00000205358,381,367,3199,535
ENSG00000275691,0,0,0,0
ENSG00000187193,867,901,3243,1718
ENSG00000102900,19,13,113,24
ENSG00000070915,1,0,0,0
ENSG00000051108,176,174,2076,578
ENSG00000087237,172,170,54,60
ENSG00000140853,91,84,0,54
ENSG00000140848,48,37,89,33
ENSG00000172775,35,35,214,83
ENSG00000159579,85,73,88,76
ENSG00000102931,67,58,257,78
ENSG00000102934,126,118,257,103
ENSG00000102962,29,23,3,5
ENSG00000006210,35,38,1,52
ENSG00000102970,0,0,0,0
ENSG00000005194,154,142,231,22
ENSG00000088682,363,326,161,119
ENSG00000102978,222,212,57,103
ENSG00000125170,110,94,6,116
ENSG00000135736,0,1,0,1
ENSG00000159618,2,4,0,1
ENSG00000205336,17,10,33,9
ENSG00000182885,0,0,0,16
ENSG00000159625,0,0,0,4
ENSG00000140854,1,0,49,3
ENSG00000140859,55,53,205,40
ENSG00000070729,4,6,0,0
ENSG00000159648,2,9,1,0
ENSG00000166188,0,0,26,55
ENSG00000103005,59,48,90,65
ENSG00000102996,49,38,164,137
ENSG00000070761,69,73,101,47
ENSG00000070770,35,35,65,138
ENSG00000103021,18,18,15,3
ENSG00000103023,0,0,0,0
ENSG00000181938,12,17,1,12
ENSG00000103034,2,0,0,0
ENSG00000103037,80,98,119,107
ENSG00000125107,369,322,173,165
ENSG00000103042,116,103,201,83
ENSG00000125166,1205,1020,989,1037
ENSG00000278499,0,0,0,0
ENSG00000150394,16,20,3,1
ENSG00000140937,0,1,37,7
ENSG00000179776,23,19,271,132
ENSG00000166546,12,8,2,2
ENSG00000260851,0,0,0,6
ENSG00000166548,81,77,28,63
ENSG00000217555,38,45,178,24
ENSG00000254788,32,33,129,15
ENSG00000089505,0,0,2,0
ENSG00000140932,0,0,0,0
ENSG00000140931,26,18,133,27
ENSG00000183723,11,8,9,10
ENSG00000135720,102,114,178,143
ENSG00000249961,23,23,0,2
ENSG00000159593,33,34,152,75
ENSG00000168748,0,0,0,0
ENSG00000172840,239,204,20,81
ENSG00000166589,0,0,0,0
ENSG00000166592,0,0,19,0
ENSG00000166595,143,126,318,167
ENSG00000172831,844,763,941,1068
ENSG00000172828,44,30,1,33
ENSG00000172824,27,28,2,51
ENSG00000067955,15,14,46,26
ENSG00000125149,203,187,119,97
ENSG00000237172,105,111,75,61
ENSG00000102871,42,34,77,45
ENSG00000135722,24,20,3,1
ENSG00000102878,16,16,5,1
ENSG00000265690,0,0,2,0
ENSG00000140939,120,100,18,30
ENSG00000196123,257,264,27,27
ENSG00000179044,0,0,4,12
ENSG00000205250,12,16,132,50
ENSG00000102890,10,12,1,10
ENSG00000125122,55,60,4,5
ENSG00000168701,124,96,364,377
ENSG00000135723,0,0,44,16
ENSG00000135740,0,0,1,3
ENSG00000196155,1,3,12,4
ENSG00000168676,18,19,3,12
ENSG00000159708,21,24,4,3
ENSG00000159713,6,7,0,7
ENSG00000159714,0,1,71,36
ENSG00000176387,0,0,0,6
ENSG00000159720,88,76,516,137
ENSG00000159723,0,0,0,0
ENSG00000039523,10,7,124,55
ENSG00000102974,70,60,119,93
ENSG00000159753,5,1,0,1
ENSG00000102977,0,0,18,3
ENSG00000102981,0,0,0,15
ENSG00000124074,18,25,3,5
ENSG00000159761,55,48,2,11
ENSG00000141098,207,180,122,86
ENSG00000141084,127,94,66,16
ENSG00000102904,28,28,12,2
ENSG00000102901,148,168,74,34
ENSG00000168286,2,1,53,61
ENSG00000102898,177,148,170,121
ENSG00000038358,214,219,39,39
ENSG00000188038,44,44,0,0
ENSG00000159792,87,88,109,39
ENSG00000141086,24,25,29,21
ENSG00000261884,155,138,251,160
ENSG00000205220,138,114,303,166
ENSG00000213398,383,386,170,579
ENSG00000124067,10,9,105,91
ENSG00000141096,0,1,0,1
ENSG00000167261,14,11,0,1
ENSG00000167264,11,6,5,22
ENSG00000182810,0,0,40,37
ENSG00000072736,252,273,235,265
ENSG00000103067,177,152,233,178
ENSG00000103066,16,17,50,17
ENSG00000103064,8,12,24,27
ENSG00000103061,1,2,23,25
ENSG00000132600,86,80,34,39
ENSG00000103056,15,11,2,3
ENSG00000184939,4,12,49,60
ENSG00000062038,23,37,0,11
ENSG00000039068,512,451,417,269
ENSG00000103047,75,89,30,75
ENSG00000103044,7,7,68,40
ENSG00000168802,69,54,314,233
ENSG00000141076,31,39,73,79
ENSG00000168807,115,126,67,80
ENSG00000260914,92,77,73,23
ENSG00000132612,185,158,133,113
ENSG00000213380,492,444,215,158
ENSG00000258429,23,34,135,71
ENSG00000272617,81,82,113,64
ENSG00000260371,175,178,13,10
ENSG00000259900,98,111,10,19
ENSG00000132603,48,44,112,41
ENSG00000157315,0,0,9,39
ENSG00000132604,66,68,43,45
ENSG00000103018,167,171,239,185
ENSG00000102908,216,196,301,212
ENSG00000181019,51,57,17,18
ENSG00000141101,39,27,76,13
ENSG00000198373,29,19,47,83
ENSG00000157322,7,9,1,1
ENSG00000090857,131,119,13,41
ENSG00000157335,0,0,1,0
ENSG00000223496,174,179,136,96
ENSG00000090861,215,198,317,229
ENSG00000157349,32,38,158,61
ENSG00000260537,10,8,73,11
ENSG00000168872,168,166,252,98
ENSG00000157350,117,108,92,32
ENSG00000157353,66,73,40,38
ENSG00000103051,52,43,111,57
ENSG00000189091,358,343,366,135
ENSG00000157368,0,0,13,9
ENSG00000132613,602,503,217,289
ENSG00000103043,54,46,131,98
ENSG00000157423,4,3,0,9
ENSG00000180917,31,21,246,58
ENSG00000172137,0,0,0,0
ENSG00000167377,108,102,2,30
ENSG00000261611,108,103,2,31
ENSG00000157429,26,19,46,11
ENSG00000140835,0,0,27,19
ENSG00000198650,5779,5183,2078,2777
ENSG00000140832,56,209,14,55
ENSG00000040199,23,20,50,64
ENSG00000166747,56,58,74,162
ENSG00000224470,137,116,58,54
ENSG00000182149,122,154,338,193
ENSG00000102984,3,4,1,11
ENSG00000277481,2,1,0,10
ENSG00000102967,123,98,425,282
ENSG00000140830,13,9,64,71
ENSG00000257017,50990,46956,154352,153861
ENSG00000261701,12196,11305,27374,36745
ENSG00000140829,37,32,89,48
ENSG00000118557,10,3,30,32
ENSG00000140836,395,363,162,99
ENSG00000103035,407,388,443,198
ENSG00000196436,42,41,2,3
ENSG00000140839,2,2,0,1
ENSG00000090863,668,654,488,294
ENSG00000168411,45,42,72,36
ENSG00000168404,34,36,34,21
ENSG00000103089,0,0,0,0
ENSG00000103091,202,169,45,168
ENSG00000186187,208,216,18,29
ENSG00000166816,326,306,184,285
ENSG00000184517,154,111,0,12
ENSG00000168928,0,0,0,0
ENSG00000050820,119,128,71,76
ENSG00000153774,317,309,141,76
ENSG00000261717,85,96,32,22
ENSG00000166822,46,47,51,81
ENSG00000183196,62,58,3,8
ENSG00000260092,7,8,1,2
ENSG00000135702,12,17,3,4
ENSG00000205084,61,46,2,6
ENSG00000034713,224,186,521,222
ENSG00000065457,29,32,16,12
ENSG00000065427,292,255,478,176
ENSG00000166848,147,150,157,122
ENSG00000152910,0,0,0,7
ENSG00000261833,0,0,0,0
ENSG00000103111,61,59,87,95
ENSG00000205078,1,0,6,8
ENSG00000140873,0,0,0,0
ENSG00000140876,90,86,58,61
ENSG00000171724,0,0,48,0
ENSG00000166509,8,4,0,0
ENSG00000186153,65,55,45,24
ENSG00000178573,97,89,244,188
ENSG00000168589,0,0,0,1
ENSG00000166446,10,3,46,9
ENSG00000103121,260,263,135,326
ENSG00000166451,30,31,39,42
ENSG00000166454,46,47,87,135
ENSG00000166455,14,17,20,10
ENSG00000140905,243,214,511,434
ENSG00000135697,13,14,0,3
ENSG00000261609,53,53,0,25
ENSG00000153815,18,12,45,23
ENSG00000197943,215,173,29,25
ENSG00000184860,35,25,33,45
ENSG00000086696,330,300,592,165
ENSG00000135698,6,1,9,44
ENSG00000140945,24,24,16,5
ENSG00000230989,320,288,780,245
ENSG00000103150,187,193,133,74
ENSG00000260300,16,12,29,4
ENSG00000140961,1018,966,513,319
ENSG00000103154,66,51,0,0
ENSG00000166558,0,0,0,0
ENSG00000140943,151,145,310,84
ENSG00000103160,16,8,11,30
ENSG00000154099,93,84,13,32
ENSG00000103168,33,31,12,37
ENSG00000140955,0,1,0,6
ENSG00000168418,25,21,3,4
ENSG00000103175,44,38,9,11
ENSG00000064270,0,1,0,3
ENSG00000140950,36,28,22,16
ENSG00000103187,171,163,593,122
ENSG00000135686,115,91,61,30
ENSG00000103194,79,88,177,188
ENSG00000103196,37,27,9,39
ENSG00000153786,53,36,75,46
ENSG00000135709,71,53,25,18
ENSG00000153789,4,3,1,2
ENSG00000131149,103,110,282,119
ENSG00000131153,0,6,84,8
ENSG00000154102,2,5,0,0
ENSG00000131148,44,40,146,38
ENSG00000131143,656,611,1451,1235
ENSG00000140968,271,233,118,21
ENSG00000103241,0,1,35,17
ENSG00000103248,0,3,10,15
ENSG00000176692,0,0,0,4
ENSG00000176678,3,3,0,0
ENSG00000260456,9,14,8,15
ENSG00000131152,32,30,6,14
ENSG00000103264,658,693,86,94
ENSG00000140941,340,310,365,188
ENSG00000140948,207,203,187,112
ENSG00000154118,0,0,0,0
ENSG00000104731,158,136,56,33
ENSG00000103257,14,20,34,0
ENSG00000174990,251,239,45,71
ENSG00000172530,80,70,53,49
ENSG00000225614,0,1,0,0
ENSG00000179588,3,3,3,19
ENSG00000158545,140,93,62,36
ENSG00000124391,0,0,0,0
ENSG00000051523,39,42,319,97
ENSG00000167508,78,56,148,208
ENSG00000185669,53,37,0,0
ENSG00000158717,27,31,33,39
ENSG00000174177,20,13,52,15
ENSG00000103335,197,141,227,156
ENSG00000167513,26,20,14,6
ENSG00000198931,137,121,491,317
ENSG00000141012,81,76,22,38
ENSG00000167515,30,32,125,93
ENSG00000129993,2,1,0,9
ENSG00000176715,123,127,34,77
ENSG00000129910,5,2,1,6
ENSG00000259803,0,0,0,0
ENSG00000170100,90,86,28,32
ENSG00000167522,498,451,243,138
ENSG00000197912,268,242,101,136
ENSG00000167526,1510,1395,3062,1720
ENSG00000178773,9,6,0,1
ENSG00000015413,0,1,0,0
ENSG00000131165,128,103,133,94
ENSG00000167523,18,18,42,12
ENSG00000185324,281,267,240,209
ENSG00000158792,7,4,27,9
ENSG00000075399,26,31,67,54
ENSG00000158805,299,232,35,36
ENSG00000187741,59,33,22,40
ENSG00000204991,88,94,3,24
ENSG00000141002,481,464,160,233
ENSG00000258839,2,1,1,0
ENSG00000198211,6,6,24,16
ENSG00000258947,16,12,23,17
ENSG00000140995,10,17,146,63
ENSG00000177946,49,37,20,28
ENSG00000003249,9,11,23,50
ENSG00000141013,53,63,0,23
ENSG00000126856,3,2,0,1
ENSG00000272636,16,17,2,0
ENSG00000181031,36,18,56,32
ENSG00000187624,7,7,3,4
ENSG00000183688,106,92,64,43
ENSG00000141252,164,271,40,67
ENSG00000167695,0,2,45,4
ENSG00000179409,12,7,43,37
ENSG00000167699,205,176,264,114
ENSG00000171861,38,45,86,28
ENSG00000167693,49,37,4,14
ENSG00000177370,136,120,56,8
ENSG00000159842,9,22,43,6
ENSG00000108953,453,360,937,513
ENSG00000167193,172,128,466,302
ENSG00000197879,160,134,242,94
ENSG00000132376,137,101,141,82
ENSG00000174238,79,86,106,78
ENSG00000167703,86,125,13,25
ENSG00000074660,38,49,68,18
ENSG00000167705,117,93,112,56
ENSG00000174231,197,160,223,144
ENSG00000185561,99,87,91,72
ENSG00000167716,79,83,154,93
ENSG00000167711,5259,4769,4546,5241
ENSG00000132386,242,222,593,964
ENSG00000186532,54,49,7,31
ENSG00000132383,94,88,193,78
ENSG00000185924,0,0,13,2
ENSG00000108963,198,173,215,120
ENSG00000262664,88,89,155,103
ENSG00000177374,68,44,95,16
ENSG00000070366,99,71,81,23
ENSG00000167720,65,72,67,30
ENSG00000167721,112,124,117,46
ENSG00000141258,28,36,27,24
ENSG00000070444,50,38,11,12
ENSG00000127804,65,75,49,26
ENSG00000007168,51,56,64,139
ENSG00000132361,457,391,516,351
ENSG00000132359,0,0,0,9
ENSG00000180016,0,0,0,0
ENSG00000127780,0,0,0,0
ENSG00000108381,105,94,40,11
ENSG00000167723,38,33,2,6
ENSG00000262304,187,182,28,84
ENSG00000196689,66,74,3,53
ENSG00000197417,143,135,69,49
ENSG00000040531,99,88,45,33
ENSG00000213977,80,95,241,50
ENSG00000257950,250,257,448,208
ENSG00000127774,111,108,256,167
ENSG00000083454,6,7,0,2
ENSG00000083457,30,39,48,34
ENSG00000177602,4,5,0,0
ENSG00000074356,187,157,202,104
ENSG00000004660,14,15,7,7
ENSG00000108405,0,0,0,0
ENSG00000074370,7,6,0,5
ENSG00000074755,145,156,36,55
ENSG00000167740,197,183,136,94
ENSG00000185722,31,32,83,108
ENSG00000132388,34,32,200,115
ENSG00000182557,0,0,0,2
ENSG00000183018,16,15,13,15
ENSG00000132382,331,281,93,76
ENSG00000167741,24,18,2,6
ENSG00000188176,0,0,0,0
ENSG00000161905,4,3,4,1
ENSG00000141456,28,24,19,32
ENSG00000141480,224,194,74,54
ENSG00000161920,113,118,55,99
ENSG00000161921,248,238,442,143
ENSG00000141497,5,8,6,3
ENSG00000142484,269,261,1062,1230
ENSG00000182853,29,20,33,18
ENSG00000182327,179,152,116,225
ENSG00000142507,365,344,762,686
ENSG00000129219,2,1,84,11
ENSG00000141503,120,100,80,39
ENSG00000108556,50,54,17,16
ENSG00000205710,4,6,0,1
ENSG00000185245,7,5,0,0
ENSG00000108528,15,11,254,203
ENSG00000108523,350,338,298,228
ENSG00000108518,912,847,2497,1508
ENSG00000108515,344,290,534,407
ENSG00000091640,21,28,230,206
ENSG00000108509,87,53,92,44
ENSG00000196388,5,7,0,0
ENSG00000129250,314,288,161,191
ENSG00000132517,35,47,3,5
ENSG00000180787,2,4,28,1
ENSG00000167840,0,0,23,13
ENSG00000129204,31,30,23,41
ENSG00000180626,15,13,11,2
ENSG00000161929,47,50,81,41
ENSG00000029725,216,195,182,181
ENSG00000108559,193,136,409,176
ENSG00000129197,102,106,302,99
ENSG00000108561,67,62,575,246
ENSG00000005100,58,70,34,57
ENSG00000072849,67,98,182,120
ENSG00000167842,5,3,32,47
ENSG00000091592,38,38,40,8
ENSG00000179314,0,2,10,2
ENSG00000129221,19,16,1,1
ENSG00000129195,0,0,47,5
ENSG00000091622,25,21,0,15
ENSG00000198920,28,30,9,18
ENSG00000129235,204,182,660,587
ENSG00000108590,5,5,40,76
ENSG00000141485,1156,990,1227,898
ENSG00000132530,521,480,246,281
ENSG00000177294,0,0,0,0
ENSG00000167858,0,0,0,1
ENSG00000108839,1,1,0,3
ENSG00000219200,251,200,1262,941
ENSG00000161939,285,247,1479,1029
ENSG00000258315,115,102,398,208
ENSG00000161940,0,0,11,18
ENSG00000174327,0,0,23,42
ENSG00000174326,17,17,13,13
ENSG00000132514,0,0,0,8
ENSG00000161944,1845,1660,3760,3101
ENSG00000141505,1523,1385,2443,1613
ENSG00000132535,5,7,0,2
ENSG00000072778,3945,3522,2461,1318
ENSG00000004975,77,84,31,43
ENSG00000040633,71,68,54,68
ENSG00000170296,1021,897,1502,1446
ENSG00000262526,944,829,1430,1393
ENSG00000175826,80,54,102,80
ENSG00000262302,20,21,7,11
ENSG00000170291,79,81,66,44
ENSG00000181885,138,121,49,105
ENSG00000181856,48,56,30,22
ENSG00000006047,0,0,0,4
ENSG00000132507,356,350,1512,742
ENSG00000132522,468,386,387,241
ENSG00000261915,396,328,72,115
ENSG00000215041,0,0,10,5
ENSG00000072818,28,30,5,8
ENSG00000213859,23,21,18,7
ENSG00000174292,2,0,33,18
ENSG00000187838,25,30,205,70
ENSG00000262481,91,69,291,217
ENSG00000205544,150,120,169,330
ENSG00000169992,19,19,0,7
ENSG00000181284,4,1,21,17
ENSG00000161958,4,5,0,3
ENSG00000170175,55,42,27,43
ENSG00000174282,13,15,56,30
ENSG00000259224,3,1,0,1
ENSG00000181222,604,533,716,631
ENSG00000239697,4,5,2,13
ENSG00000248871,97,80,31,45
ENSG00000161955,95,82,41,51
ENSG00000161956,11,4,3,8
ENSG00000277957,732,673,1825,563
ENSG00000161960,945,883,2014,633
ENSG00000129226,187,164,327,171
ENSG00000129255,231,182,276,298
ENSG00000129194,10,9,5,7
ENSG00000129245,244,209,102,49
ENSG00000129214,307,284,370,109
ENSG00000141504,1308,1199,892,699
ENSG00000129244,26,26,35,15
ENSG00000141510,34,40,137,36
ENSG00000141499,10,8,55,9
ENSG00000108947,40,36,0,31
ENSG00000183914,92,74,1,3
ENSG00000132510,57,52,12,24
ENSG00000167874,1,0,11,1
ENSG00000183011,248,213,241,332
ENSG00000182224,0,0,6,15
ENSG00000170004,48,48,40,32
ENSG00000170049,6,5,0,4
ENSG00000262730,9,7,16,13
ENSG00000170043,77,85,96,123
ENSG00000170037,104,114,27,5
ENSG00000132518,0,1,1,4
ENSG00000179593,0,0,0,0
ENSG00000179477,0,0,0,0
ENSG00000179148,0,0,0,0
ENSG00000179111,0,0,0,0
ENSG00000179094,204,208,25,72
ENSG00000263620,20,23,25,37
ENSG00000220205,138,130,167,149
ENSG00000179029,11,13,24,16
ENSG00000196544,3,8,50,40
ENSG00000178999,5,2,1,0
ENSG00000178971,36,38,33,93
ENSG00000178921,19,13,19,16
ENSG00000125434,38,37,108,66
ENSG00000108961,41,39,123,66
ENSG00000198844,9,5,33,6
ENSG00000184619,20,13,14,10
ENSG00000263809,391,323,1101,440
ENSG00000161970,642,562,1670,698
ENSG00000189051,24,29,3,2
ENSG00000166579,348,285,99,143
ENSG00000133026,45,41,86,127
ENSG00000185156,0,0,0,0
ENSG00000276231,0,0,0,1
ENSG00000141506,152,109,26,3
ENSG00000065320,43,35,10,13
ENSG00000170310,41,43,102,98
ENSG00000166596,0,1,0,6
ENSG00000154914,0,0,13,1
ENSG00000065325,0,0,0,19
ENSG00000109047,0,0,0,2
ENSG00000007237,19,30,15,6
ENSG00000006788,0,0,0,0
ENSG00000133020,0,0,0,0
ENSG00000264424,0,0,0,0
ENSG00000109061,0,0,0,0
ENSG00000125414,0,0,0,0
ENSG00000109063,89,78,2,14
ENSG00000133028,201,207,312,80
ENSG00000170222,46,37,3,19
ENSG00000187824,172,174,237,352
ENSG00000233670,0,0,0,0
ENSG00000188803,0,0,0,0
ENSG00000007174,19,17,1,3
ENSG00000154957,5,3,3,11
ENSG00000065559,104,85,190,138
ENSG00000141052,0,1,0,0
ENSG00000006740,51,35,13,26
ENSG00000006744,205,187,271,101
ENSG00000153976,18,19,29,5
