Ensembl,Disease_1,Disease_2,Disease_3
ENSG00000160401,82,61,48
ENSG00000167094,11,13,24
ENSG00000160404,41,32,70
ENSG00000095370,17,12,8
ENSG00000136807,157,129,77
ENSG00000136877,664,519,347
ENSG00000106991,286,221,49
ENSG00000106992,267,233,96
ENSG00000160408,206,154,96
ENSG00000136840,0,1,18
ENSG00000167103,5,3,12
ENSG00000136908,112,109,191
ENSG00000167106,113,105,138
ENSG00000171169,29,17,16
ENSG00000148339,456,367,204
ENSG00000148334,283,279,144
ENSG00000148346,8,14,89
ENSG00000171159,99,109,90
ENSG00000148337,18,3,50
ENSG00000106976,14,5,15
ENSG00000167110,267,217,218
ENSG00000175854,145,124,93
ENSG00000167112,345,283,194
ENSG00000167113,387,326,278
ENSG00000167114,146,112,22
ENSG00000167118,221,162,172
ENSG00000167123,13,12,43
ENSG00000136811,19,23,32
ENSG00000119392,90,81,36
ENSG00000197694,320,246,402
ENSG00000119333,137,101,106
ENSG00000119335,520,446,892
ENSG00000160447,16,13,12
ENSG00000160446,170,107,97
ENSG00000160445,105,89,114
ENSG00000107021,50,47,112
ENSG00000167136,214,199,96
ENSG00000198917,334,326,167
ENSG00000171097,76,50,85
ENSG00000136802,85,72,93
ENSG00000175287,253,239,58
ENSG00000251184,55,34,2
ENSG00000175283,89,80,89
ENSG00000095319,6,15,42
ENSG00000148341,88,86,100
ENSG00000148343,82,76,35
ENSG00000167130,60,48,30
ENSG00000095321,826,660,421
ENSG00000119383,432,379,329
ENSG00000188483,22,17,18
ENSG00000148335,189,163,144
ENSG00000179058,5,12,0
ENSG00000148331,151,135,112
ENSG00000167157,0,0,0
ENSG00000148344,4,9,2
ENSG00000136816,85,63,19
ENSG00000136827,75,66,68
ENSG00000136819,455,353,192
ENSG00000136878,104,84,44
ENSG00000187239,135,135,196
ENSG00000148358,76,75,78
ENSG00000107130,2,1,15
ENSG00000148357,42,28,32
ENSG00000130707,12093,9757,1030
ENSG00000107164,65,49,46
ENSG00000130711,0,0,0
ENSG00000130713,70,71,69
ENSG00000097007,75,51,62
ENSG00000188710,0,0,0
ENSG00000130720,0,0,0
ENSG00000050555,19,27,7
ENSG00000126878,4,5,0
ENSG00000126883,167,136,163
ENSG00000126882,7,5,16
ENSG00000160539,0,0,0
ENSG00000130723,381,354,394
ENSG00000130714,101,83,112
ENSG00000130717,40,42,77
ENSG00000107263,110,107,102
ENSG00000160563,26,25,38
ENSG00000196358,0,0,1
ENSG00000107290,230,221,254
ENSG00000125482,24,26,23
ENSG00000125485,11,18,5
ENSG00000125484,48,46,86
ENSG00000165695,0,1,0
ENSG00000165698,21,27,24
ENSG00000165699,57,47,90
ENSG00000165702,5,8,6
ENSG00000148308,79,83,128
ENSG00000170835,1,0,1
ENSG00000160271,15,18,29
ENSG00000148288,0,0,9
ENSG00000171102,0,0,0
ENSG00000175164,4,4,7
ENSG00000148296,98,90,122
ENSG00000148297,57,44,62
ENSG00000148303,1214,973,1584
ENSG00000148290,669,551,228
ENSG00000148291,42,29,29
ENSG00000148248,885,745,1115
ENSG00000198870,8,11,6
ENSG00000148300,40,27,64
ENSG00000160323,77,90,54
ENSG00000160325,508,430,807
ENSG00000160326,16,18,34
ENSG00000197859,177,149,12
ENSG00000196990,0,0,0
ENSG00000123454,82,59,85
ENSG00000123453,875,677,314
ENSG00000160293,232,186,150
ENSG00000169925,168,124,198
ENSG00000196363,196,134,170
ENSG00000186350,666,563,307
ENSG00000130635,36,31,1
ENSG00000160339,167,118,4
ENSG00000085265,51,36,16
ENSG00000130558,26,24,0
ENSG00000196422,33,21,17
ENSG00000160345,5,3,1
ENSG00000122140,351,264,167
ENSG00000122136,0,0,1
ENSG00000122133,5,2,52
ENSG00000165643,0,0,0
ENSG00000107147,1,0,0
ENSG00000130559,21,27,26
ENSG00000130560,44,47,62
ENSG00000148411,125,78,82
ENSG00000238227,71,63,35
ENSG00000107187,0,0,6
ENSG00000165661,8,6,7
ENSG00000260220,5,3,0
ENSG00000160360,7,3,2
ENSG00000213221,17,20,32
ENSG00000187796,45,42,42
ENSG00000165684,48,38,13
ENSG00000165689,87,48,46
ENSG00000165688,480,357,186
ENSG00000148384,36,26,48
ENSG00000148396,338,267,155
ENSG00000148400,101,75,101
ENSG00000172889,216,155,75
ENSG00000169692,1024,791,1350
ENSG00000165716,47,48,198
ENSG00000187922,0,0,1
ENSG00000204003,0,0,1
ENSG00000177984,3,3,4
ENSG00000244187,436,335,619
ENSG00000272896,155,102,187
ENSG00000213213,2,2,31
ENSG00000196642,94,66,202
ENSG00000232434,27,30,31
ENSG00000054148,481,422,744
ENSG00000177943,372,305,344
ENSG00000107223,1085,902,918
ENSG00000127191,58,46,97
ENSG00000159069,1065,834,589
ENSG00000176919,3925,3188,2890
ENSG00000184925,62,55,79
ENSG00000107317,136,112,26
ENSG00000214402,0,0,0
ENSG00000148362,95,109,76
ENSG00000169583,0,4,1
ENSG00000107331,145,130,65
ENSG00000180549,0,0,0
ENSG00000279073,18,10,7
ENSG00000107281,49,33,38
ENSG00000054179,0,0,8
ENSG00000186193,1,0,16
ENSG00000197355,9,8,6
ENSG00000177239,166,126,144
ENSG00000176978,599,430,171
ENSG00000176884,0,0,0
ENSG00000184709,0,0,0
ENSG00000261793,0,0,0
ENSG00000185863,1,1,5
ENSG00000176248,72,48,45
ENSG00000176101,164,133,132
ENSG00000176058,66,42,50
ENSG00000187713,123,94,119
ENSG00000188566,33,32,14
ENSG00000212864,33,25,63
ENSG00000197191,3,1,1
ENSG00000233198,0,0,0
ENSG00000198569,0,0,0
ENSG00000188229,275,257,534
ENSG00000188163,63,62,178
ENSG00000197768,8,12,0
ENSG00000188986,116,67,116
ENSG00000198113,6,5,12
ENSG00000198435,0,0,0
ENSG00000187609,33,29,25
ENSG00000188747,60,61,139
ENSG00000188833,55,47,9
ENSG00000165802,78,64,19
ENSG00000130653,54,52,23
ENSG00000182154,607,512,196
ENSG00000148399,37,25,95
ENSG00000165724,16,10,35
ENSG00000197070,147,129,48
ENSG00000181090,200,151,170
ENSG00000148408,0,0,0
ENSG00000177951,366,365,387
ENSG00000177947,0,0,0
ENSG00000177963,134,102,174
ENSG00000142082,123,96,92
ENSG00000185627,484,434,375
ENSG00000174885,4,5,0
ENSG00000142102,305,259,115
ENSG00000185201,5576,4539,8113
ENSG00000185885,1505,1243,2596
ENSG00000142089,8570,7079,19968
ENSG00000182272,4,2,6
ENSG00000184363,25,18,0
ENSG00000185187,985,786,82
ENSG00000185101,13,14,4
ENSG00000174915,58,44,107
ENSG00000023191,626,485,294
ENSG00000174775,57,47,90
ENSG00000161328,3,4,10
ENSG00000185522,51,42,19
ENSG00000099849,380,287,253
ENSG00000070047,118,73,99
ENSG00000185507,167,136,108
ENSG00000099834,1360,1199,1029
ENSG00000069696,2,3,9
ENSG00000177030,22,35,119
ENSG00000177106,224,150,285
ENSG00000177042,13,16,45
ENSG00000177156,714,516,336
ENSG00000177225,165,115,185
ENSG00000184524,0,1,0
ENSG00000177542,78,81,42
ENSG00000274897,14,17,11
ENSG00000177595,105,83,47
ENSG00000177600,1359,1099,2288
ENSG00000177666,271,192,128
ENSG00000177685,4,2,14
ENSG00000177697,737,635,535
ENSG00000177700,710,556,514
ENSG00000214063,176,135,72
ENSG00000177830,530,425,466
ENSG00000183020,164,121,125
ENSG00000184956,151,105,0
ENSG00000215182,0,4,1
ENSG00000117983,164,139,1
ENSG00000078902,760,647,450
ENSG00000174672,1,2,0
ENSG00000182208,50,53,69
ENSG00000184545,43,42,51
ENSG00000205869,0,0,1
ENSG00000205867,0,0,0
ENSG00000196224,0,0,0
ENSG00000241598,0,0,0
ENSG00000185940,0,0,0
ENSG00000205864,0,0,0
ENSG00000244242,40,28,299
ENSG00000250644,2062,1579,2711
ENSG00000117984,6283,5114,10782
ENSG00000149043,1,0,41
ENSG00000130598,0,0,17
ENSG00000130592,62,40,63
ENSG00000130595,0,0,0
ENSG00000214026,267,212,215
ENSG00000167244,4799,3801,44319
ENSG00000129965,2356,1868,10458
ENSG00000180176,13,4,0
ENSG00000183734,0,0,4
ENSG00000110665,6,5,0
ENSG00000064201,7,6,0
ENSG00000110651,3249,2577,279
ENSG00000184281,178,132,61
ENSG00000070985,0,1,0
ENSG00000053918,8,5,7
ENSG00000129757,13,9,7
ENSG00000254827,47,25,5
ENSG00000110628,626,482,115
ENSG00000181649,3,3,25
ENSG00000205531,338,279,210
ENSG00000110619,163,133,107
ENSG00000021762,1,0,0
ENSG00000005801,59,41,55
ENSG00000167311,0,0,0
ENSG00000129749,37,29,0
ENSG00000110713,171,163,154
ENSG00000148985,154,117,232
ENSG00000177105,128,106,253
ENSG00000167323,175,106,155
ENSG00000167325,53,49,106
ENSG00000132109,73,59,290
ENSG00000181963,0,0,12
ENSG00000196778,0,0,20
ENSG00000232268,0,0,5
ENSG00000167333,68,43,20
ENSG00000180785,0,0,0
ENSG00000167332,5,8,9
ENSG00000244734,940,792,12
ENSG00000223609,17,12,0
ENSG00000213934,18,12,0
ENSG00000196565,18,19,4
ENSG00000213931,0,0,0
ENSG00000183251,0,0,0
ENSG00000242180,0,0,0
ENSG00000176239,0,0,2
ENSG00000184321,12,14,0
ENSG00000175518,2,0,0
ENSG00000121236,2,2,1
ENSG00000258588,76,55,0
ENSG00000258659,81,57,4
ENSG00000132256,197,174,143
ENSG00000132274,195,159,128
ENSG00000181074,0,0,8
ENSG00000181009,0,0,19
ENSG00000181001,0,0,10
ENSG00000180988,0,0,0
ENSG00000205409,0,0,11
ENSG00000277932,0,0,6
ENSG00000184478,0,0,0
ENSG00000180934,0,0,0
ENSG00000051009,164,140,215
ENSG00000132259,0,0,0
ENSG00000110148,0,0,0
ENSG00000170955,43,30,7
ENSG00000166311,294,241,300
ENSG00000166313,47,28,144
ENSG00000110169,45838,36923,10155
ENSG00000110171,19,14,19
ENSG00000132254,129,112,108
ENSG00000132286,129,102,66
ENSG00000179532,256,190,370
ENSG00000132275,102,96,82
ENSG00000166333,301,261,343
ENSG00000166337,698,598,605
ENSG00000166340,604,509,557
ENSG00000166341,22,25,7
ENSG00000158042,52,43,64
ENSG00000149054,15,8,8
ENSG00000149050,0,1,0
ENSG00000158077,0,0,0
ENSG00000170748,1,1,0
ENSG00000170743,14,8,0
ENSG00000183801,6,6,83
ENSG00000166387,209,176,157
ENSG00000166394,182,153,22
ENSG00000183378,0,0,0
ENSG00000175390,486,365,322
ENSG00000166402,1,0,0
ENSG00000166405,38,18,12
ENSG00000166407,0,0,0
ENSG00000130413,28,17,14
ENSG00000166436,86,67,52
ENSG00000166441,1614,1367,2086
ENSG00000166444,139,109,192
ENSG00000166452,20,24,66
ENSG00000176029,0,0,0
ENSG00000175348,77,62,53
ENSG00000175352,19,19,17
ENSG00000175356,0,0,0
ENSG00000184014,121,112,421
ENSG00000166471,146,133,347
ENSG00000205339,216,183,147
ENSG00000166478,29,21,16
ENSG00000166483,155,103,93
ENSG00000133789,104,65,38
ENSG00000133812,121,103,142
ENSG00000148926,86,78,36
ENSG00000133805,22,20,13
ENSG00000255823,32919,28303,6881
ENSG00000110315,105,72,87
ENSG00000133800,53,32,0
ENSG00000072952,16,19,4
ENSG00000198730,140,148,228
ENSG00000110321,906,733,1169
ENSG00000236287,88,75,75
ENSG00000110328,89,53,25
ENSG00000254598,9,13,8
ENSG00000170242,246,218,144
ENSG00000050165,17,9,2
ENSG00000133816,151,115,60
ENSG00000133808,0,0,0
ENSG00000197702,202,167,112
ENSG00000187079,166,130,52
ENSG00000189431,0,0,0
ENSG00000133794,148,132,48
ENSG00000148925,20,27,28
ENSG00000197601,30,26,5
ENSG00000262655,6,5,22
ENSG00000133818,94,104,177
ENSG00000129083,471,381,294
ENSG00000256206,285,269,164
ENSG00000129084,470,416,299
ENSG00000152270,228,189,91
ENSG00000186104,69,54,43
ENSG00000175868,2,1,0
ENSG00000110680,0,0,6
ENSG00000188487,2,1,27
ENSG00000110693,111,107,24
ENSG00000110696,468,366,510
ENSG00000166689,43,50,18
ENSG00000110700,1218,1040,967
ENSG00000011405,142,96,165
ENSG00000070081,158,126,157
ENSG00000188211,0,1,0
ENSG00000187486,3,9,9
ENSG00000006071,8,5,2
ENSG00000006611,16,5,1
ENSG00000188162,6,0,3
ENSG00000129152,0,0,0
ENSG00000129159,0,0,0
ENSG00000129158,47,33,74
ENSG00000129167,34,25,25
ENSG00000166788,5,6,24
ENSG00000148965,5771,4832,2832
ENSG00000179826,10,4,6
ENSG00000179817,0,0,0
ENSG00000255071,7232,6064,2828
ENSG00000134339,3916,3273,321
ENSG00000173432,5006,4018,630
ENSG00000110756,114,71,29
ENSG00000110768,66,44,57
ENSG00000134333,2427,2020,3314
ENSG00000166796,27,20,0
ENSG00000166800,0,9,7
ENSG00000074319,284,230,140
ENSG00000151116,56,44,89
ENSG00000179119,33,45,40
ENSG00000151117,33,33,10
ENSG00000179057,14,5,3
ENSG00000110786,0,0,0
ENSG00000183695,0,0,0
ENSG00000177054,3,7,12
ENSG00000129170,0,1,0
ENSG00000129173,1,0,17
ENSG00000166833,367,252,162
ENSG00000109854,308,244,77
ENSG00000185238,14,5,20
ENSG00000165973,0,1,0
ENSG00000171714,7,2,15
ENSG00000183161,18,13,17
ENSG00000148935,130,109,88
ENSG00000198168,150,114,65
ENSG00000255359,1,1,0
ENSG00000187398,7,7,8
ENSG00000134343,5,1,0
ENSG00000169550,0,1,57
ENSG00000148942,6,6,0
ENSG00000176971,1,1,20
ENSG00000129151,193,166,47
ENSG00000109881,18,7,42
ENSG00000205213,162,152,137
ENSG00000148943,129,109,52
ENSG00000176697,5,4,2
ENSG00000121621,0,1,5
ENSG00000169519,108,90,100
ENSG00000152219,82,80,59
ENSG00000066382,6,5,12
ENSG00000170959,26,14,73
ENSG00000170946,41,26,24
ENSG00000148950,58,47,53
ENSG00000109911,42,43,24
ENSG00000007372,17,12,2
ENSG00000049449,239,193,401
ENSG00000184937,1,0,0
ENSG00000149100,288,231,221
ENSG00000186714,60,51,45
ENSG00000135378,116,106,34
ENSG00000060749,147,111,98
ENSG00000121690,165,125,35
ENSG00000176148,23,18,27
ENSG00000176102,91,63,62
ENSG00000110422,121,93,195
ENSG00000110427,0,0,0
ENSG00000205177,0,0,7
ENSG00000085063,828,674,625
ENSG00000110429,132,129,54
ENSG00000135363,36,24,4
ENSG00000135387,153,146,255
ENSG00000135372,67,53,47
ENSG00000166016,45,39,31
ENSG00000121691,2351,2000,658
ENSG00000135374,1,2,1
ENSG00000135373,5,3,0
ENSG00000149089,105,82,86
ENSG00000110435,95,76,72
ENSG00000026508,63,71,73
ENSG00000110436,384,324,130
ENSG00000149090,29,31,0
ENSG00000179431,1,1,1
ENSG00000166326,285,249,245
ENSG00000179241,30,12,12
ENSG00000110442,162,135,91
ENSG00000135362,21,22,3
ENSG00000175104,22,10,8
ENSG00000166349,4,4,0
ENSG00000175097,0,0,1
ENSG00000166352,28,19,39
ENSG00000148948,0,0,0
ENSG00000166181,217,145,50
ENSG00000052841,249,194,201
ENSG00000149084,345,307,94
ENSG00000166199,34,25,25
ENSG00000187479,27,15,17
ENSG00000110455,73,78,54
ENSG00000151348,109,88,79
ENSG00000085117,334,274,77
ENSG00000157570,11,10,7
ENSG00000175274,9,7,41
ENSG00000019485,45,35,21
ENSG00000019505,6,4,14
ENSG00000175264,0,0,0
ENSG00000181830,251,199,103
ENSG00000121671,237,170,171
ENSG00000121653,6,2,2
ENSG00000234776,0,0,0
ENSG00000121680,176,134,108
ENSG00000165905,33,31,8
ENSG00000135365,49,44,86
ENSG00000157613,1,1,2
ENSG00000149091,123,97,88
ENSG00000110492,45,46,609
ENSG00000180720,0,0,0
ENSG00000110497,46,24,59
ENSG00000180423,16,8,12
ENSG00000175224,153,114,250
ENSG00000175220,197,205,172
ENSG00000175213,43,28,77
ENSG00000180210,10026,7879,6110
ENSG00000175216,225,178,209
ENSG00000134569,0,0,1
ENSG00000149179,143,128,110
ENSG00000149182,297,263,193
ENSG00000165912,185,171,51
ENSG00000134574,98,73,83
ENSG00000134575,469,393,547
ENSG00000025434,313,223,524
ENSG00000110514,62,44,95
ENSG00000134571,0,0,2
ENSG00000066336,12,17,21
ENSG00000165915,134,94,227
ENSG00000165916,771,603,541
ENSG00000165917,22,23,2
ENSG00000149187,415,327,280
ENSG00000213619,568,449,431
ENSG00000110536,185,148,132
ENSG00000123444,38,33,31
ENSG00000196666,0,1,1
ENSG00000172247,0,1,8
ENSG00000109919,688,594,396
ENSG00000165923,8,9,19
ENSG00000109920,132,96,272
ENSG00000030066,29,23,60
ENSG00000149177,283,210,312
ENSG00000086205,62,50,17
ENSG00000124900,0,0,0
ENSG00000174937,0,0,0
ENSG00000181371,0,0,0
ENSG00000181273,0,0,0
ENSG00000183908,0,0,0
ENSG00000134817,224,176,12
ENSG00000149115,113,83,94
ENSG00000149136,79,62,167
ENSG00000109991,3,4,4
ENSG00000186652,20,12,13
ENSG00000254979,181,137,134
ENSG00000134802,314,275,367
ENSG00000186907,67,64,84
ENSG00000149150,593,514,840
ENSG00000134809,505,419,270
ENSG00000214872,0,0,5
ENSG00000156587,433,371,587
ENSG00000149131,18064,14814,8903
ENSG00000166793,0,0,3
ENSG00000172409,33,30,55
ENSG00000156599,138,101,91
ENSG00000156603,68,35,16
ENSG00000213593,267,227,149
ENSG00000254462,14,11,5
ENSG00000211450,387,333,256
ENSG00000254732,218,199,178
ENSG00000233436,3,5,0
ENSG00000198561,951,808,967
ENSG00000186509,0,3,1
ENSG00000180475,0,0,0
ENSG00000110031,10,14,32
ENSG00000186660,179,142,252
ENSG00000255073,57,45,68
ENSG00000242689,0,0,0
ENSG00000149124,1472,1190,101
ENSG00000156689,1,0,1
ENSG00000166840,862,732,161
ENSG00000189057,1,3,28
ENSG00000166801,110,95,81
ENSG00000110042,118,70,234
ENSG00000197629,133,102,18
ENSG00000110048,269,194,135
ENSG00000166889,75,85,87
ENSG00000166900,32,31,4
ENSG00000166902,268,237,144
ENSG00000134827,0,0,1
ENSG00000149534,9,11,9
ENSG00000110077,283,237,58
ENSG00000214787,14,19,10
ENSG00000110079,16,12,50
ENSG00000166926,2,0,0
ENSG00000166927,204,154,118
ENSG00000166928,22,5,1
ENSG00000166930,0,0,0
ENSG00000156738,5,0,10
ENSG00000204979,0,0,0
ENSG00000166959,0,0,0
ENSG00000166961,0,0,0
ENSG00000172689,16,13,17
ENSG00000110104,33,27,27
ENSG00000183134,9,9,17
ENSG00000110107,107,65,43
ENSG00000110108,154,133,172
ENSG00000006118,20,11,19
ENSG00000110446,31,23,92
ENSG00000013725,9,6,28
ENSG00000110448,0,0,1
ENSG00000167987,23,25,18
ENSG00000229859,1,1,0
ENSG00000229183,1,1,1
ENSG00000256713,0,0,0
ENSG00000167992,27,34,630
ENSG00000167986,427,347,267
ENSG00000149476,2089,1692,648
ENSG00000162144,136,138,182
ENSG00000149483,92,68,80
ENSG00000187049,5,5,9
ENSG00000149532,111,92,132
ENSG00000256591,79,84,97
ENSG00000167985,75,78,98
ENSG00000162148,10,9,2
ENSG00000204950,0,0,0
ENSG00000011347,480,411,934
ENSG00000134780,0,0,13
ENSG00000124920,54,54,137
ENSG00000134825,394,290,381
ENSG00000168496,27,25,60
ENSG00000134824,2273,1848,4090
ENSG00000149485,914,735,1687
ENSG00000221968,44,25,27
ENSG00000167994,22,15,0
ENSG00000167995,11957,9843,11016
ENSG00000167996,13391,10994,11902
ENSG00000149503,1,2,21
ENSG00000124939,0,0,0
ENSG00000124935,0,0,0
ENSG00000110484,0,0,0
ENSG00000162174,40,23,23
ENSG00000124942,1182,959,3014
ENSG00000254772,1881,1612,3008
ENSG00000255508,1943,1660,3028
ENSG00000149016,150,110,47
ENSG00000149480,51,41,8
ENSG00000149499,84,85,125
ENSG00000149489,0,1,3
ENSG00000149541,137,121,148
ENSG00000089597,706,553,764
ENSG00000185085,29,24,56
ENSG00000255432,64,45,76
ENSG00000278615,145,108,175
ENSG00000162194,197,163,212
ENSG00000214756,12,11,25
ENSG00000204922,86,97,98
ENSG00000162191,228,209,215
ENSG00000177363,8,6,12
ENSG00000234857,441,341,529
ENSG00000168000,209,146,148
ENSG00000162188,1,0,1
ENSG00000214753,296,232,470
ENSG00000162222,69,58,36
ENSG00000185670,62,45,20
ENSG00000168002,293,246,282
ENSG00000162227,112,101,39
ENSG00000168569,262,241,166
ENSG00000185475,461,385,250
ENSG00000162231,325,260,205
ENSG00000162236,95,91,46
ENSG00000133316,155,126,131
ENSG00000168003,227,182,66
ENSG00000168539,0,0,0
ENSG00000149452,0,0,0
ENSG00000197658,4,0,42
ENSG00000184999,111,114,30
ENSG00000196600,380,336,392
ENSG00000149742,203,174,98
ENSG00000168004,0,0,0
ENSG00000133317,0,0,0
ENSG00000133321,299,229,280
ENSG00000133328,14,14,0
ENSG00000176485,555,423,69
ENSG00000184743,131,123,140
ENSG00000133318,269,222,316
ENSG00000188070,34,19,22
ENSG00000168005,15,11,9
ENSG00000072518,74,64,66
ENSG00000167771,0,0,0
ENSG00000110583,7,7,42
ENSG00000176340,828,700,836
ENSG00000256100,181,160,153
ENSG00000167770,440,359,601
ENSG00000133315,250,202,78
ENSG00000126500,0,0,0
ENSG00000168439,208,133,282
ENSG00000149781,36,42,42
ENSG00000149743,239,202,120
ENSG00000149761,264,202,142
ENSG00000110011,228,183,106
ENSG00000173511,16,12,110
ENSG00000173486,947,749,654
ENSG00000173457,77,76,130
ENSG00000149782,13,13,4
ENSG00000002330,217,165,137
ENSG00000173264,236,174,137
ENSG00000182450,0,0,0
ENSG00000219435,0,0,0
ENSG00000173153,342,261,274
ENSG00000173113,711,524,625
ENSG00000126432,1509,1184,1242
ENSG00000168071,31,28,29
ENSG00000162302,15,9,23
ENSG00000168065,11,12,7
ENSG00000197891,0,0,0
ENSG00000110076,1,2,0
ENSG00000068831,27,22,1
ENSG00000068976,17,6,19
ENSG00000168066,573,474,484
ENSG00000168067,65,44,42
ENSG00000133895,78,59,65
ENSG00000171219,17,11,0
ENSG00000110047,87,84,91
ENSG00000110046,177,150,123
ENSG00000068971,11,8,14
ENSG00000149735,0,0,0
ENSG00000168070,1,0,0
ENSG00000168062,1,3,20
ENSG00000213465,76,64,284
ENSG00000273003,32,29,139
ENSG00000110025,19,22,59
ENSG00000168061,53,37,132
ENSG00000168060,8,6,88
ENSG00000146670,16,14,26
ENSG00000162300,153,104,34
ENSG00000187066,134,97,29
ENSG00000149823,426,320,188
ENSG00000149809,2442,2101,1028
ENSG00000174276,83,60,51
ENSG00000149806,1706,1383,1136
ENSG00000162298,1567,1297,2253
ENSG00000149792,120,118,143
ENSG00000204710,14,11,4
ENSG00000014216,209,159,215
ENSG00000014138,35,22,28
ENSG00000149798,18,22,18
ENSG00000133884,99,80,183
ENSG00000173825,0,0,0
ENSG00000162241,67,72,161
ENSG00000126391,37,45,55
ENSG00000142186,322,244,120
ENSG00000168056,325,222,458
ENSG00000173465,174,118,130
ENSG00000176973,94,66,74
ENSG00000173442,32,30,75
ENSG00000213445,167,123,51
ENSG00000173338,0,0,3
ENSG00000173327,422,315,452
ENSG00000197136,389,315,335
ENSG00000173039,100,88,284
ENSG00000172977,144,106,107
ENSG00000172922,273,216,237
ENSG00000254470,104,75,71
ENSG00000172818,0,0,0
ENSG00000172757,1369,1231,1270
ENSG00000172803,163,176,151
ENSG00000172732,83,66,47
ENSG00000172638,50,31,36
ENSG00000172543,8,5,43
ENSG00000172500,164,148,125
ENSG00000175602,84,57,81
ENSG00000175592,18,12,14
ENSG00000175573,65,40,148
ENSG00000175550,125,118,124
ENSG00000175467,51,55,32
ENSG00000175376,53,34,57
ENSG00000175334,479,396,365
ENSG00000175315,0,0,0
ENSG00000175294,0,0,0
ENSG00000175229,0,0,0
ENSG00000087365,259,237,258
ENSG00000175115,28,28,102
ENSG00000174996,13,7,56
ENSG00000174903,862,688,860
ENSG00000174871,0,0,1
ENSG00000174851,800,643,352
ENSG00000179292,0,0,0
ENSG00000174807,95,71,3
ENSG00000174791,14,8,8
ENSG00000174744,60,57,108
ENSG00000174684,62,58,24
ENSG00000174669,36,22,39
ENSG00000174576,0,0,0
ENSG00000174547,236,174,143
ENSG00000174516,1,0,16
ENSG00000254986,60,53,44
ENSG00000256349,61,41,32
ENSG00000174483,68,41,45
ENSG00000174165,72,75,110
ENSG00000248746,0,0,0
ENSG00000174080,527,452,296
ENSG00000182791,0,0,0
ENSG00000173992,388,328,180
ENSG00000239306,70,59,44
ENSG00000248643,142,122,265
ENSG00000173933,177,145,296
ENSG00000173914,50,41,48
ENSG00000173898,84,54,13
ENSG00000173715,12,9,41
ENSG00000173653,38,25,76
ENSG00000173599,766,634,268
ENSG00000173621,0,0,6
ENSG00000173237,0,0,0
ENSG00000173227,70,52,78
ENSG00000173156,448,326,74
ENSG00000173120,289,237,353
ENSG00000173020,116,82,112
ENSG00000172932,29,35,64
ENSG00000172830,48,49,20
ENSG00000172613,103,104,208
ENSG00000175482,848,732,785
ENSG00000256514,745,642,702
ENSG00000175505,2,0,0
ENSG00000172531,390,325,516
ENSG00000175463,16,16,68
ENSG00000172508,2,2,3
ENSG00000175634,278,236,196
ENSG00000172725,243,184,195
ENSG00000213402,68,45,122
ENSG00000175514,1,1,0
ENSG00000175544,13,14,6
ENSG00000172663,236,236,206
ENSG00000110711,159,124,80
ENSG00000110697,39,41,51
ENSG00000167797,549,420,214
ENSG00000084207,222,209,77
ENSG00000167792,1496,1193,523
ENSG00000167799,293,232,84
ENSG00000167800,0,0,0
ENSG00000132744,117,89,15
ENSG00000132746,0,2,0
ENSG00000110057,27,28,34
ENSG00000006534,103,77,79
ENSG00000110717,775,626,487
ENSG00000110719,211,175,391
ENSG00000110721,173,139,332
ENSG00000110066,126,109,106
ENSG00000171067,574,479,319
ENSG00000162337,401,333,448
ENSG00000110075,183,137,208
ENSG00000069482,0,0,0
ENSG00000132749,2,3,6
ENSG00000110090,482,403,433
ENSG00000197345,130,91,160
ENSG00000132740,141,114,38
ENSG00000172935,10,13,29
ENSG00000162341,73,55,41
ENSG00000172927,20,12,2
ENSG00000110092,851,653,574
ENSG00000149716,153,109,167
ENSG00000162344,0,0,1
ENSG00000131620,278,240,58
ENSG00000168040,63,34,31
ENSG00000131626,103,77,76
ENSG00000085733,348,337,237
ENSG00000162105,63,67,291
ENSG00000172893,1700,1361,1058
ENSG00000172890,211,167,120
ENSG00000204572,1,0,7
ENSG00000244411,1,0,2
ENSG00000241233,0,1,0
ENSG00000254997,0,0,0
ENSG00000204571,0,0,3
ENSG00000158483,37,20,0
ENSG00000254469,14,15,20
ENSG00000225805,2,2,0
ENSG00000137522,59,57,109
ENSG00000137496,285,212,225
ENSG00000137497,334,282,184
ENSG00000184154,177,138,174
ENSG00000149357,211,162,211
ENSG00000110200,127,99,137
ENSG00000110203,0,1,0
ENSG00000110195,2,2,0
ENSG00000165457,79,84,54
ENSG00000165458,107,115,158
ENSG00000165462,3,3,1
ENSG00000162129,95,95,25
ENSG00000186642,23,22,0
ENSG00000186635,207,175,246
ENSG00000214530,2133,1730,594
ENSG00000168010,60,57,84
ENSG00000137478,55,56,41
ENSG00000175591,25,19,7
ENSG00000171631,0,0,7
ENSG00000110237,94,76,43
ENSG00000054967,0,2,7
ENSG00000054965,123,112,88
ENSG00000021300,22,19,17
ENSG00000175582,516,408,293
ENSG00000175581,189,156,137
ENSG00000181924,220,189,213
ENSG00000175575,169,136,64
ENSG00000187726,0,2,9
ENSG00000175567,182,153,121
ENSG00000175564,0,0,10
ENSG00000168014,158,178,353
ENSG00000214517,19,15,75
ENSG00000149380,5,3,8
ENSG00000165434,32,27,44
ENSG00000175538,14,10,11
ENSG00000175536,31,18,12
ENSG00000077514,35,32,40
